1	1	676	yellowgreen	1	1
1	677	1017	purple	1	1
1	1018	2101	silver	1	1
1	2102	2304	orange	1	1
1	2305	2380	silver	1	1
1	2381	2758	orange	1	1
1	2759	3519	yellowgreen	1	1
2	1	1179	lime	1	2
2	1180	1645	olive	1	2
2	1646	3397	red	1	1
3	1	941	black	1	1
3	942	1663	cyan	1	1
3	1664	2224	orange	1	2
3	2225	3018	green	1	2
4	1	946	#99CCFF	1	1
4	947	1171	silver	1	1
4	1172	1232	purple	1	1
4	1233	2495	fuchsia	1	1
4	2496	3221	purple	1	1
5	1	1435	pink	1	1
5	1436	2415	orange	1	1
5	2416	2661	silver	1	1
6	1	358	yellowgreen	1	2
6	359	576	purple	1	2
6	577	1725	silver	1	2
6	1726	2013	orange	1	2
6	2014	2623	yellowgreen	1	2
7	1	1190	red	1	2
7	1191	2369	pink	1	2
8	1	2293	#FF6600	1	1
9	1	1257	green	1	1
9	1258	2037	teal	1	1
10	1	228	silver	1	2
10	229	423	orange	1	2
10	424	1444	green	1	2
10	1445	2173	teal	1	2
11	1	827	#99CCFF	1	2
11	828	946	silver	1	2
11	947	962	purple	1	2
11	963	1666	fuchsia	1	2
11	1667	2181	purple	1	2
12	1	430	olive	1	2
12	431	488	yellowgreen	1	1
12	489	1423	cyan	1	2
12	1424	2235	black	1	2
13	1	1768	#FF6600	1	2
14	1	811	olive	1	1
14	812	1743	lime	1	1
